canonical_variable_id,canonical_label,gfs_code,category,sub_category,unit,is_flow,jurisdiction,source_line_item,mapping_notes,parser_version
exp_other_operating,Other operating expenses,GFS_OTHOP,expenses,economic_other_op,AUD_mil,TRUE,TAS,Other operating expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_other_operating,Other operating expenses,GFS_OTHOP,expenses,economic_other_op,AUD_mil,TRUE,VIC,Other operating expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_other_operating,Other operating expenses,GFS_OTHOP,expenses,economic_other_op,AUD_mil,TRUE,WA,Other operating expenses,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_current_grants,Current grants and subsidies,GFS_CURGR,expenses,economic_curr_grant,AUD_mil,TRUE,ACT,Current grants and subsidies,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_current_grants,Current grants and subsidies,GFS_CURGR,expenses,economic_curr_grant,AUD_mil,TRUE,NSW,Current grants and subsidies,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_current_grants,Current grants and subsidies,GFS_CURGR,expenses,economic_curr_grant,AUD_mil,TRUE,NT,Current grants and subsidies,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_current_grants,Current grants and subsidies,GFS_CURGR,expenses,economic_curr_grant,AUD_mil,TRUE,QLD,Current grants and subsidies,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_current_grants,Current grants and subsidies,GFS_CURGR,expenses,economic_curr_grant,AUD_mil,TRUE,SA,Current grants and subsidies,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_current_grants,Current grants and subsidies,GFS_CURGR,expenses,economic_curr_grant,AUD_mil,TRUE,TAS,Current grants and subsidies,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_current_grants,Current grants and subsidies,GFS_CURGR,expenses,economic_curr_grant,AUD_mil,TRUE,VIC,Current grants and subsidies,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_current_grants,Current grants and subsidies,GFS_CURGR,expenses,economic_curr_grant,AUD_mil,TRUE,WA,Current grants and subsidies,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_capital_grants,Capital grants,GFS_CAPGR,expenses,economic_cap_grant,AUD_mil,TRUE,ACT,Capital grants,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_capital_grants,Capital grants,GFS_CAPGR,expenses,economic_cap_grant,AUD_mil,TRUE,NSW,Capital grants,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_capital_grants,Capital grants,GFS_CAPGR,expenses,economic_cap_grant,AUD_mil,TRUE,NT,Capital grants,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_capital_grants,Capital grants,GFS_CAPGR,expenses,economic_cap_grant,AUD_mil,TRUE,QLD,Capital grants,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_capital_grants,Capital grants,GFS_CAPGR,expenses,economic_cap_grant,AUD_mil,TRUE,SA,Capital grants,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_capital_grants,Capital grants,GFS_CAPGR,expenses,economic_cap_grant,AUD_mil,TRUE,TAS,Capital grants,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_capital_grants,Capital grants,GFS_CAPGR,expenses,economic_cap_grant,AUD_mil,TRUE,VIC,Capital grants,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_capital_grants,Capital grants,GFS_CAPGR,expenses,economic_cap_grant,AUD_mil,TRUE,WA,Capital grants,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_health,Expenses on health,COFOG_07,expenses,function_health,AUD_mil,TRUE,ACT,Expenses on health,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_health,Expenses on health,COFOG_07,expenses,function_health,AUD_mil,TRUE,NSW,Expenses on health,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_health,Expenses on health,COFOG_07,expenses,function_health,AUD_mil,TRUE,NT,Expenses on health,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_health,Expenses on health,COFOG_07,expenses,function_health,AUD_mil,TRUE,QLD,Expenses on health,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_health,Expenses on health,COFOG_07,expenses,function_health,AUD_mil,TRUE,SA,Expenses on health,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_health,Expenses on health,COFOG_07,expenses,function_health,AUD_mil,TRUE,TAS,Expenses on health,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_health,Expenses on health,COFOG_07,expenses,function_health,AUD_mil,TRUE,VIC,Expenses on health,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_health,Expenses on health,COFOG_07,expenses,function_health,AUD_mil,TRUE,WA,Expenses on health,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_education,Expenses on education,COFOG_09,expenses,function_education,AUD_mil,TRUE,ACT,Expenses on education,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_education,Expenses on education,COFOG_09,expenses,function_education,AUD_mil,TRUE,NSW,Expenses on education,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_education,Expenses on education,COFOG_09,expenses,function_education,AUD_mil,TRUE,NT,Expenses on education,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_education,Expenses on education,COFOG_09,expenses,function_education,AUD_mil,TRUE,QLD,Expenses on education,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_education,Expenses on education,COFOG_09,expenses,function_education,AUD_mil,TRUE,SA,Expenses on education,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_education,Expenses on education,COFOG_09,expenses,function_education,AUD_mil,TRUE,TAS,Expenses on education,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_education,Expenses on education,COFOG_09,expenses,function_education,AUD_mil,TRUE,VIC,Expenses on education,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_education,Expenses on education,COFOG_09,expenses,function_education,AUD_mil,TRUE,WA,Expenses on education,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_public_order,Expenses on public order and safety,COFOG_03,expenses,function_public_ord,AUD_mil,TRUE,ACT,Expenses on public order and safety,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_public_order,Expenses on public order and safety,COFOG_03,expenses,function_public_ord,AUD_mil,TRUE,NSW,Expenses on public order and safety,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_public_order,Expenses on public order and safety,COFOG_03,expenses,function_public_ord,AUD_mil,TRUE,NT,Expenses on public order and safety,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_public_order,Expenses on public order and safety,COFOG_03,expenses,function_public_ord,AUD_mil,TRUE,QLD,Expenses on public order and safety,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_public_order,Expenses on public order and safety,COFOG_03,expenses,function_public_ord,AUD_mil,TRUE,SA,Expenses on public order and safety,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_public_order,Expenses on public order and safety,COFOG_03,expenses,function_public_ord,AUD_mil,TRUE,TAS,Expenses on public order and safety,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_public_order,Expenses on public order and safety,COFOG_03,expenses,function_public_ord,AUD_mil,TRUE,VIC,Expenses on public order and safety,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_public_order,Expenses on public order and safety,COFOG_03,expenses,function_public_ord,AUD_mil,TRUE,WA,Expenses on public order and safety,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_transport_comms,Expenses on transport and communications,COFOG_04T,expenses,function_transport,AUD_mil,TRUE,ACT,Expenses on transport and communications,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_transport_comms,Expenses on transport and communications,COFOG_04T,expenses,function_transport,AUD_mil,TRUE,NSW,Expenses on transport and communications,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_transport_comms,Expenses on transport and communications,COFOG_04T,expenses,function_transport,AUD_mil,TRUE,NT,Expenses on transport and communications,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_transport_comms,Expenses on transport and communications,COFOG_04T,expenses,function_transport,AUD_mil,TRUE,QLD,Expenses on transport and communications,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_transport_comms,Expenses on transport and communications,COFOG_04T,expenses,function_transport,AUD_mil,TRUE,SA,Expenses on transport and communications,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_transport_comms,Expenses on transport and communications,COFOG_04T,expenses,function_transport,AUD_mil,TRUE,TAS,Expenses on transport and communications,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_transport_comms,Expenses on transport and communications,COFOG_04T,expenses,function_transport,AUD_mil,TRUE,VIC,Expenses on transport and communications,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_transport_comms,Expenses on transport and communications,COFOG_04T,expenses,function_transport,AUD_mil,TRUE,WA,Expenses on transport and communications,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_social_security,Expenses on social security and welfare,COFOG_10,expenses,function_social,AUD_mil,TRUE,ACT,Expenses on social security and welfare,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_social_security,Expenses on social security and welfare,COFOG_10,expenses,function_social,AUD_mil,TRUE,NSW,Expenses on social security and welfare,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_social_security,Expenses on social security and welfare,COFOG_10,expenses,function_social,AUD_mil,TRUE,NT,Expenses on social security and welfare,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_social_security,Expenses on social security and welfare,COFOG_10,expenses,function_social,AUD_mil,TRUE,QLD,Expenses on social security and welfare,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_social_security,Expenses on social security and welfare,COFOG_10,expenses,function_social,AUD_mil,TRUE,SA,Expenses on social security and welfare,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_social_security,Expenses on social security and welfare,COFOG_10,expenses,function_social,AUD_mil,TRUE,TAS,Expenses on social security and welfare,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_social_security,Expenses on social security and welfare,COFOG_10,expenses,function_social,AUD_mil,TRUE,VIC,Expenses on social security and welfare,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_social_security,Expenses on social security and welfare,COFOG_10,expenses,function_social,AUD_mil,TRUE,WA,Expenses on social security and welfare,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_general_public,Expenses on general public services,COFOG_01,expenses,function_gen_pub,AUD_mil,TRUE,ACT,Expenses on general public services,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_general_public,Expenses on general public services,COFOG_01,expenses,function_gen_pub,AUD_mil,TRUE,NSW,Expenses on general public services,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_general_public,Expenses on general public services,COFOG_01,expenses,function_gen_pub,AUD_mil,TRUE,NT,Expenses on general public services,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_general_public,Expenses on general public services,COFOG_01,expenses,function_gen_pub,AUD_mil,TRUE,QLD,Expenses on general public services,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_general_public,Expenses on general public services,COFOG_01,expenses,function_gen_pub,AUD_mil,TRUE,SA,Expenses on general public services,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_general_public,Expenses on general public services,COFOG_01,expenses,function_gen_pub,AUD_mil,TRUE,TAS,Expenses on general public services,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_general_public,Expenses on general public services,COFOG_01,expenses,function_gen_pub,AUD_mil,TRUE,VIC,Expenses on general public services,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_general_public,Expenses on general public services,COFOG_01,expenses,function_gen_pub,AUD_mil,TRUE,WA,Expenses on general public services,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_recreation,"Expenses on recreation, culture, religion",COFOG_08,expenses,function_recreation,AUD_mil,TRUE,ACT,"Expenses on recreation, culture, religion",Seeded from canonical label --- refine per BP1 line-item text,v0
exp_recreation,"Expenses on recreation, culture, religion",COFOG_08,expenses,function_recreation,AUD_mil,TRUE,NSW,"Expenses on recreation, culture, religion",Seeded from canonical label --- refine per BP1 line-item text,v0
exp_recreation,"Expenses on recreation, culture, religion",COFOG_08,expenses,function_recreation,AUD_mil,TRUE,NT,"Expenses on recreation, culture, religion",Seeded from canonical label --- refine per BP1 line-item text,v0
exp_recreation,"Expenses on recreation, culture, religion",COFOG_08,expenses,function_recreation,AUD_mil,TRUE,QLD,"Expenses on recreation, culture, religion",Seeded from canonical label --- refine per BP1 line-item text,v0
exp_recreation,"Expenses on recreation, culture, religion",COFOG_08,expenses,function_recreation,AUD_mil,TRUE,SA,"Expenses on recreation, culture, religion",Seeded from canonical label --- refine per BP1 line-item text,v0
exp_recreation,"Expenses on recreation, culture, religion",COFOG_08,expenses,function_recreation,AUD_mil,TRUE,TAS,"Expenses on recreation, culture, religion",Seeded from canonical label --- refine per BP1 line-item text,v0
exp_recreation,"Expenses on recreation, culture, religion",COFOG_08,expenses,function_recreation,AUD_mil,TRUE,VIC,"Expenses on recreation, culture, religion",Seeded from canonical label --- refine per BP1 line-item text,v0
exp_recreation,"Expenses on recreation, culture, religion",COFOG_08,expenses,function_recreation,AUD_mil,TRUE,WA,"Expenses on recreation, culture, religion",Seeded from canonical label --- refine per BP1 line-item text,v0
exp_other_function,Expenses on other functions,COFOG_OTH,expenses,function_other,AUD_mil,TRUE,ACT,Expenses on other functions,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_other_function,Expenses on other functions,COFOG_OTH,expenses,function_other,AUD_mil,TRUE,NSW,Expenses on other functions,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_other_function,Expenses on other functions,COFOG_OTH,expenses,function_other,AUD_mil,TRUE,NT,Expenses on other functions,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_other_function,Expenses on other functions,COFOG_OTH,expenses,function_other,AUD_mil,TRUE,QLD,Expenses on other functions,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_other_function,Expenses on other functions,COFOG_OTH,expenses,function_other,AUD_mil,TRUE,SA,Expenses on other functions,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_other_function,Expenses on other functions,COFOG_OTH,expenses,function_other,AUD_mil,TRUE,TAS,Expenses on other functions,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_other_function,Expenses on other functions,COFOG_OTH,expenses,function_other,AUD_mil,TRUE,VIC,Expenses on other functions,Seeded from canonical label --- refine per BP1 line-item text,v0
exp_other_function,Expenses on other functions,COFOG_OTH,expenses,function_other,AUD_mil,TRUE,WA,Expenses on other functions,Seeded from canonical label --- refine per BP1 line-item text,v0
net_op_balance,Net operating balance,GFS_NOB,balance,operating,AUD_mil,TRUE,ACT,Net operating balance,Seeded from canonical label --- refine per BP1 line-item text,v0
net_op_balance,Net operating balance,GFS_NOB,balance,operating,AUD_mil,TRUE,NSW,Net operating balance,Seeded from canonical label --- refine per BP1 line-item text,v0
net_op_balance,Net operating balance,GFS_NOB,balance,operating,AUD_mil,TRUE,NT,Net operating balance,Seeded from canonical label --- refine per BP1 line-item text,v0
net_op_balance,Net operating balance,GFS_NOB,balance,operating,AUD_mil,TRUE,QLD,Net operating balance,Seeded from canonical label --- refine per BP1 line-item text,v0
net_op_balance,Net operating balance,GFS_NOB,balance,operating,AUD_mil,TRUE,SA,Net operating balance,Seeded from canonical label --- refine per BP1 line-item text,v0
net_op_balance,Net operating balance,GFS_NOB,balance,operating,AUD_mil,TRUE,TAS,Net operating balance,Seeded from canonical label --- refine per BP1 line-item text,v0
net_op_balance,Net operating balance,GFS_NOB,balance,operating,AUD_mil,TRUE,VIC,Net operating balance,Seeded from canonical label --- refine per BP1 line-item text,v0
net_op_balance,Net operating balance,GFS_NOB,balance,operating,AUD_mil,TRUE,WA,Net operating balance,Seeded from canonical label --- refine per BP1 line-item text,v0
net_cap_investment,Net capital investment,GFS_NCI,balance,capex,AUD_mil,TRUE,ACT,Net capital investment,Seeded from canonical label --- refine per BP1 line-item text,v0
net_cap_investment,Net capital investment,GFS_NCI,balance,capex,AUD_mil,TRUE,NSW,Net capital investment,Seeded from canonical label --- refine per BP1 line-item text,v0
net_cap_investment,Net capital investment,GFS_NCI,balance,capex,AUD_mil,TRUE,NT,Net capital investment,Seeded from canonical label --- refine per BP1 line-item text,v0
net_cap_investment,Net capital investment,GFS_NCI,balance,capex,AUD_mil,TRUE,QLD,Net capital investment,Seeded from canonical label --- refine per BP1 line-item text,v0
net_cap_investment,Net capital investment,GFS_NCI,balance,capex,AUD_mil,TRUE,SA,Net capital investment,Seeded from canonical label --- refine per BP1 line-item text,v0
net_cap_investment,Net capital investment,GFS_NCI,balance,capex,AUD_mil,TRUE,TAS,Net capital investment,Seeded from canonical label --- refine per BP1 line-item text,v0
net_cap_investment,Net capital investment,GFS_NCI,balance,capex,AUD_mil,TRUE,VIC,Net capital investment,Seeded from canonical label --- refine per BP1 line-item text,v0
net_cap_investment,Net capital investment,GFS_NCI,balance,capex,AUD_mil,TRUE,WA,Net capital investment,Seeded from canonical label --- refine per BP1 line-item text,v0
net_lending,Net lending / (borrowing),GFS_NETLEND,balance,fiscal,AUD_mil,TRUE,ACT,Net lending / (borrowing),Seeded from canonical label --- refine per BP1 line-item text,v0
net_lending,Net lending / (borrowing),GFS_NETLEND,balance,fiscal,AUD_mil,TRUE,NSW,Net lending / (borrowing),Seeded from canonical label --- refine per BP1 line-item text,v0
net_lending,Net lending / (borrowing),GFS_NETLEND,balance,fiscal,AUD_mil,TRUE,NT,Net lending / (borrowing),Seeded from canonical label --- refine per BP1 line-item text,v0
net_lending,Net lending / (borrowing),GFS_NETLEND,balance,fiscal,AUD_mil,TRUE,QLD,Net lending / (borrowing),Seeded from canonical label --- refine per BP1 line-item text,v0
net_lending,Net lending / (borrowing),GFS_NETLEND,balance,fiscal,AUD_mil,TRUE,SA,Net lending / (borrowing),Seeded from canonical label --- refine per BP1 line-item text,v0
net_lending,Net lending / (borrowing),GFS_NETLEND,balance,fiscal,AUD_mil,TRUE,TAS,Net lending / (borrowing),Seeded from canonical label --- refine per BP1 line-item text,v0
net_lending,Net lending / (borrowing),GFS_NETLEND,balance,fiscal,AUD_mil,TRUE,VIC,Net lending / (borrowing),Seeded from canonical label --- refine per BP1 line-item text,v0
net_lending,Net lending / (borrowing),GFS_NETLEND,balance,fiscal,AUD_mil,TRUE,WA,Net lending / (borrowing),Seeded from canonical label --- refine per BP1 line-item text,v0
cash_surplus,Cash surplus / (deficit),GFS_CASH,balance,cash,AUD_mil,TRUE,ACT,Cash surplus / (deficit),Seeded from canonical label --- refine per BP1 line-item text,v0
cash_surplus,Cash surplus / (deficit),GFS_CASH,balance,cash,AUD_mil,TRUE,NSW,Cash surplus / (deficit),Seeded from canonical label --- refine per BP1 line-item text,v0
cash_surplus,Cash surplus / (deficit),GFS_CASH,balance,cash,AUD_mil,TRUE,NT,Cash surplus / (deficit),Seeded from canonical label --- refine per BP1 line-item text,v0
cash_surplus,Cash surplus / (deficit),GFS_CASH,balance,cash,AUD_mil,TRUE,QLD,Cash surplus / (deficit),Seeded from canonical label --- refine per BP1 line-item text,v0
cash_surplus,Cash surplus / (deficit),GFS_CASH,balance,cash,AUD_mil,TRUE,SA,Cash surplus / (deficit),Seeded from canonical label --- refine per BP1 line-item text,v0
cash_surplus,Cash surplus / (deficit),GFS_CASH,balance,cash,AUD_mil,TRUE,TAS,Cash surplus / (deficit),Seeded from canonical label --- refine per BP1 line-item text,v0
cash_surplus,Cash surplus / (deficit),GFS_CASH,balance,cash,AUD_mil,TRUE,VIC,Cash surplus / (deficit),Seeded from canonical label --- refine per BP1 line-item text,v0
cash_surplus,Cash surplus / (deficit),GFS_CASH,balance,cash,AUD_mil,TRUE,WA,Cash surplus / (deficit),Seeded from canonical label --- refine per BP1 line-item text,v0
net_debt,Net debt,GFS_NETDEBT,balance_sheet,net_debt,AUD_mil,FALSE,ACT,Net debt,Seeded from canonical label --- refine per BP1 line-item text,v0
net_debt,Net debt,GFS_NETDEBT,balance_sheet,net_debt,AUD_mil,FALSE,NSW,Net debt,Seeded from canonical label --- refine per BP1 line-item text,v0
net_debt,Net debt,GFS_NETDEBT,balance_sheet,net_debt,AUD_mil,FALSE,NT,Net debt,Seeded from canonical label --- refine per BP1 line-item text,v0
net_debt,Net debt,GFS_NETDEBT,balance_sheet,net_debt,AUD_mil,FALSE,QLD,Net debt,Seeded from canonical label --- refine per BP1 line-item text,v0
net_debt,Net debt,GFS_NETDEBT,balance_sheet,net_debt,AUD_mil,FALSE,SA,Net debt,Seeded from canonical label --- refine per BP1 line-item text,v0
net_debt,Net debt,GFS_NETDEBT,balance_sheet,net_debt,AUD_mil,FALSE,TAS,Net debt,Seeded from canonical label --- refine per BP1 line-item text,v0
net_debt,Net debt,GFS_NETDEBT,balance_sheet,net_debt,AUD_mil,FALSE,VIC,Net debt,Seeded from canonical label --- refine per BP1 line-item text,v0
net_debt,Net debt,GFS_NETDEBT,balance_sheet,net_debt,AUD_mil,FALSE,WA,Net debt,Seeded from canonical label --- refine per BP1 line-item text,v0
net_fin_liabilities,Net financial liabilities,GFS_NFL,balance_sheet,net_fin_liab,AUD_mil,FALSE,ACT,Net financial liabilities,Seeded from canonical label --- refine per BP1 line-item text,v0
net_fin_liabilities,Net financial liabilities,GFS_NFL,balance_sheet,net_fin_liab,AUD_mil,FALSE,NSW,Net financial liabilities,Seeded from canonical label --- refine per BP1 line-item text,v0
net_fin_liabilities,Net financial liabilities,GFS_NFL,balance_sheet,net_fin_liab,AUD_mil,FALSE,NT,Net financial liabilities,Seeded from canonical label --- refine per BP1 line-item text,v0
net_fin_liabilities,Net financial liabilities,GFS_NFL,balance_sheet,net_fin_liab,AUD_mil,FALSE,QLD,Net financial liabilities,Seeded from canonical label --- refine per BP1 line-item text,v0
net_fin_liabilities,Net financial liabilities,GFS_NFL,balance_sheet,net_fin_liab,AUD_mil,FALSE,SA,Net financial liabilities,Seeded from canonical label --- refine per BP1 line-item text,v0
net_fin_liabilities,Net financial liabilities,GFS_NFL,balance_sheet,net_fin_liab,AUD_mil,FALSE,TAS,Net financial liabilities,Seeded from canonical label --- refine per BP1 line-item text,v0
net_fin_liabilities,Net financial liabilities,GFS_NFL,balance_sheet,net_fin_liab,AUD_mil,FALSE,VIC,Net financial liabilities,Seeded from canonical label --- refine per BP1 line-item text,v0
net_fin_liabilities,Net financial liabilities,GFS_NFL,balance_sheet,net_fin_liab,AUD_mil,FALSE,WA,Net financial liabilities,Seeded from canonical label --- refine per BP1 line-item text,v0
net_worth,Net worth,GFS_NW,balance_sheet,net_worth,AUD_mil,FALSE,ACT,Net worth,Seeded from canonical label --- refine per BP1 line-item text,v0
net_worth,Net worth,GFS_NW,balance_sheet,net_worth,AUD_mil,FALSE,NSW,Net worth,Seeded from canonical label --- refine per BP1 line-item text,v0
net_worth,Net worth,GFS_NW,balance_sheet,net_worth,AUD_mil,FALSE,NT,Net worth,Seeded from canonical label --- refine per BP1 line-item text,v0
net_worth,Net worth,GFS_NW,balance_sheet,net_worth,AUD_mil,FALSE,QLD,Net worth,Seeded from canonical label --- refine per BP1 line-item text,v0
net_worth,Net worth,GFS_NW,balance_sheet,net_worth,AUD_mil,FALSE,SA,Net worth,Seeded from canonical label --- refine per BP1 line-item text,v0
net_worth,Net worth,GFS_NW,balance_sheet,net_worth,AUD_mil,FALSE,TAS,Net worth,Seeded from canonical label --- refine per BP1 line-item text,v0
net_worth,Net worth,GFS_NW,balance_sheet,net_worth,AUD_mil,FALSE,VIC,Net worth,Seeded from canonical label --- refine per BP1 line-item text,v0
net_worth,Net worth,GFS_NW,balance_sheet,net_worth,AUD_mil,FALSE,WA,Net worth,Seeded from canonical label --- refine per BP1 line-item text,v0
capex_pnfa,Purchases of non-financial assets,GFS_PNFA,capex,pnfa,AUD_mil,TRUE,ACT,Purchases of non-financial assets,Seeded from canonical label --- refine per BP1 line-item text,v0
capex_pnfa,Purchases of non-financial assets,GFS_PNFA,capex,pnfa,AUD_mil,TRUE,NSW,Purchases of non-financial assets,Seeded from canonical label --- refine per BP1 line-item text,v0
capex_pnfa,Purchases of non-financial assets,GFS_PNFA,capex,pnfa,AUD_mil,TRUE,NT,Purchases of non-financial assets,Seeded from canonical label --- refine per BP1 line-item text,v0
capex_pnfa,Purchases of non-financial assets,GFS_PNFA,capex,pnfa,AUD_mil,TRUE,QLD,Purchases of non-financial assets,Seeded from canonical label --- refine per BP1 line-item text,v0
capex_pnfa,Purchases of non-financial assets,GFS_PNFA,capex,pnfa,AUD_mil,TRUE,SA,Purchases of non-financial assets,Seeded from canonical label --- refine per BP1 line-item text,v0
capex_pnfa,Purchases of non-financial assets,GFS_PNFA,capex,pnfa,AUD_mil,TRUE,TAS,Purchases of non-financial assets,Seeded from canonical label --- refine per BP1 line-item text,v0
capex_pnfa,Purchases of non-financial assets,GFS_PNFA,capex,pnfa,AUD_mil,TRUE,VIC,Purchases of non-financial assets,Seeded from canonical label --- refine per BP1 line-item text,v0
capex_pnfa,Purchases of non-financial assets,GFS_PNFA,capex,pnfa,AUD_mil,TRUE,WA,Purchases of non-financial assets,Seeded from canonical label --- refine per BP1 line-item text,v0
capex_infra_program,Total infrastructure investment program,GFS_INFRA,capex,infra_program,AUD_mil,TRUE,ACT,Total infrastructure investment program,Seeded from canonical label --- refine per BP1 line-item text,v0
capex_infra_program,Total infrastructure investment program,GFS_INFRA,capex,infra_program,AUD_mil,TRUE,NSW,Total infrastructure investment program,Seeded from canonical label --- refine per BP1 line-item text,v0
capex_infra_program,Total infrastructure investment program,GFS_INFRA,capex,infra_program,AUD_mil,TRUE,NT,Total infrastructure investment program,Seeded from canonical label --- refine per BP1 line-item text,v0
capex_infra_program,Total infrastructure investment program,GFS_INFRA,capex,infra_program,AUD_mil,TRUE,QLD,Total infrastructure investment program,Seeded from canonical label --- refine per BP1 line-item text,v0
capex_infra_program,Total infrastructure investment program,GFS_INFRA,capex,infra_program,AUD_mil,TRUE,SA,Total infrastructure investment program,Seeded from canonical label --- refine per BP1 line-item text,v0
capex_infra_program,Total infrastructure investment program,GFS_INFRA,capex,infra_program,AUD_mil,TRUE,TAS,Total infrastructure investment program,Seeded from canonical label --- refine per BP1 line-item text,v0
capex_infra_program,Total infrastructure investment program,GFS_INFRA,capex,infra_program,AUD_mil,TRUE,VIC,Total infrastructure investment program,Seeded from canonical label --- refine per BP1 line-item text,v0
capex_infra_program,Total infrastructure investment program,GFS_INFRA,capex,infra_program,AUD_mil,TRUE,WA,Total infrastructure investment program,Seeded from canonical label --- refine per BP1 line-item text,v0
econ_gsp_growth,"GSP growth (real, %)",ECON_GSP,economic,gsp_growth,pct,TRUE,ACT,"GSP growth (real, %)",Seeded from canonical label --- refine per BP1 line-item text,v0
econ_gsp_growth,"GSP growth (real, %)",ECON_GSP,economic,gsp_growth,pct,TRUE,NSW,"GSP growth (real, %)",Seeded from canonical label --- refine per BP1 line-item text,v0
econ_gsp_growth,"GSP growth (real, %)",ECON_GSP,economic,gsp_growth,pct,TRUE,NT,"GSP growth (real, %)",Seeded from canonical label --- refine per BP1 line-item text,v0
econ_gsp_growth,"GSP growth (real, %)",ECON_GSP,economic,gsp_growth,pct,TRUE,QLD,"GSP growth (real, %)",Seeded from canonical label --- refine per BP1 line-item text,v0
econ_gsp_growth,"GSP growth (real, %)",ECON_GSP,economic,gsp_growth,pct,TRUE,SA,"GSP growth (real, %)",Seeded from canonical label --- refine per BP1 line-item text,v0
econ_gsp_growth,"GSP growth (real, %)",ECON_GSP,economic,gsp_growth,pct,TRUE,TAS,"GSP growth (real, %)",Seeded from canonical label --- refine per BP1 line-item text,v0
econ_gsp_growth,"GSP growth (real, %)",ECON_GSP,economic,gsp_growth,pct,TRUE,VIC,"GSP growth (real, %)",Seeded from canonical label --- refine per BP1 line-item text,v0
econ_gsp_growth,"GSP growth (real, %)",ECON_GSP,economic,gsp_growth,pct,TRUE,WA,"GSP growth (real, %)",Seeded from canonical label --- refine per BP1 line-item text,v0
